rank,word,count
238,items,669
239,far,669
240,person,667
241,use,660
242,waiting,658
243,week,655
244,tables,652
245,wings,647
246,half,646
247,extra,639
248,husband,635
249,couple,626
250,almost,625
251,loved,624
252,cold,622
253,felt,619
254,needed,618
255,reviews,615
256,cream,615
257,store,611
258,least,610
259,finally,610
260,hotel,609
261,end,609
262,hours,606
263,tell,606
264,whole,605
265,hard,604
266,fish,603
267,open,600
268,close,597
269,later,594
270,helpful,592
271,someone,589
272,extremely,584
273,especially,581
274,wrong,581
275,bowl,580
276,high,579
277,served,579
278,enjoyed,577
279,keep,575
280,less,570
281,thank,570
282,regular,570
283,hair,570
284,absolutely,568
285,comes,567
286,able,566
287,second,565
288,bbq,565
289,stay,564
290,trying,562
291,deal,560
292,door,560
293,ice,557
294,restaurants,555
295,roll,554
296,must,554
297,eating,552
298,cheap,552
299,part,548
300,parking,548
301,customers,545
302,star,537
303,rolls,534
304,fun,533
305,may,529
306,days,529
307,guy,528
308,wife,526
309,size,526
310,enjoy,525
311,help,523
312,shop,522
313,bill,522
314,point,521
315,town,521
316,20,521
317,instead,520
318,walked,513
319,portions,513
320,worst,512
321,waffle,511
322,problem,510
323,seemed,506
324,portion,505
325,makes,503
326,anyone,503
327,dog,500
328,either,499
329,outside,498
330,dr.,496
331,owner,492
332,started,489
333,brought,487
334,bring,487
335,wonderful,485
336,waited,483
337,style,483
338,return,482
339,plate,480
340,year,479
341,working,478
342,kids,477
343,tea,476
344,group,475
345,company,474
346,stop,472
347,fantastic,472
348,lots,472
349,dry,472
350,three,470
351,name,469
352,ago,466
353,wish,465
354,several,465
355,seated,464
356,line,464
357,15,464
358,phone,463
359,pho,463
360,walk,462
361,offer,462
362,cool,461
363,quickly,460
364,leave,459
365,reason,458
366,real,458
367,appointment,457
368,fine,456
369,6,454
370,sandwiches,454
371,making,448
372,live,446
373,rude,444
374,tacos,444
375,korean,443
376,horrible,443
377,oh,443
378,already,442
379,sit,441
380,expect,440
381,arrived,439
382,guys,438
383,paid,437
384,drive,435
385,decor,434
386,seems,433
387,okay,433
388,reasonable,433
389,saw,431
390,yelp,428
391,late,427
392,plus,427
393,charge,423
394,liked,422
395,cut,419
396,given,417
397,amount,415
398,sat,414
399,mind,413
400,show,412
401,variety,410
402,counter,410
403,although,409
404,office,408
405,morning,408
406,music,406
407,might,406
408,received,405
409,red,404
410,30,402
411,street,402
412,yes,402
413,average,402
414,yet,400
415,change,399
416,terrible,398
417,noodles,397
418,soon,396
419,looks,396
420,pool,395
421,serve,395
422,ready,394
423,start,393
424,attentive,391
425,party,390
426,burgers,390
427,kitchen,388
428,nails,388
429,local,387
430,fan,387
431,fact,386
432,ended,386
433,tip,386
434,grilled,386
435,dining,384
436,often,383
437,impressed,383
438,crispy,380
439,thanks,379
440,entire,379
441,add,379
442,orders,378
443,stopped,378
444,professional,376
445,course,373
446,life,372
447,needs,370
448,comfortable,368
449,toppings,368
450,slow,367
451,saturday,365
452,pick,364
453,egg,364
454,eggs,363
455,management,362
456,buy,362
457,expensive,362
458,run,361
459,months,361
460,seem,360
461,oil,357
462,waiter,356
463,offered,356
464,ingredients,356
465,salon,355
466,etc,354
467,white,354
468,easy,354
469,seen,353
470,moved,353
471,bacon,351
472,green,351
473,warm,351
474,seating,351
475,set,351
476,choice,349
477,beautiful,349
478,kept,347
479,completely,346
480,massage,346
481,girl,344
482,light,343
483,rather,342
484,guess,341
485,past,340
486,weeks,339
487,short,339
488,garlic,339
489,issue,339
490,floor,338
491,twice,338
492,perfectly,337
493,stuff,337
494,simple,337
495,wine,336
496,believe,336
497,wash,335
498,ate,333
499,lady,331
500,employees,330
501,ordering,327
502,taking,327
503,yummy,326
504,dessert,324
505,heard,324
506,authentic,324
507,servers,322
508,type,322
509,rest,321
510,gets,320
511,month,320
512,poutine,320
513,friday,316
514,priced,315
515,near,314
516,available,314
517,knew,314
518,others,313
519,chips,312
520,glad,311
521,surprised,311
522,sitting,310
523,option,309
524,trip,309
525,plenty,308
526,buffet,307
527,tender,305
528,7,305
529,card,304
530,space,304
531,recommended,303
532,understand,302
533,choose,302
534,within,301
535,sunday,301
536,immediately,300
537,hope,299
538,poor,298
539,gone,298
540,cost,296
541,list,295
542,taken,295
543,flavors,295
544,dumplings,295
545,fix,294
546,soft,294
547,noticed,293
548,number,293
549,pedicure,293
550,dogs,293
551,giving,292
552,hand,292
553,along,291
554,bland,290
555,sausage,290
556,added,289
557,hands,289
558,nail,289
559,remember,288
560,sometimes,286
561,early,285
562,longer,285
563,crust,285
564,man,285
565,together,285
566,mexican,285
567,totally,284
568,across,282
569,opened,282
570,bite,282
571,located,282
572,chocolate,281
573,behind,279
574,empty,279
575,please,278
576,greeted,278
577,strip,277
578,salmon,276
579,literally,276
580,packed,276
581,due,276
582,salsa,276
583,desk,273
584,pieces,273
585,expected,272
586,services,272
587,recently,271
588,range,271
589,saying,271
590,talk,270
591,delivery,270
592,unfortunately,269
593,hit,269
594,thin,269
595,8,269
596,burrito,269
597,mac,268
598,game,267
599,cafe,267
600,birthday,266
601,exactly,266
602,ayce,265
603,typical,263
604,dirty,263
605,vietnamese,262
606,seriously,262
607,potato,261
608,honestly,261
609,middle,260
610,city,260
611,sour,260
612,filling,259
613,pasta,258
614,weekend,258
615,boyfriend,257
616,taco,256
617,main,255
618,pulled,255
619,forward,254
620,read,253
621,evening,252
622,finish,252
623,pleasant,252
624,issues,252
625,four,251
626,daughter,251
627,wow,250
628,choices,249
629,five,249
630,veggies,249
631,feeling,249
632,cook,248
633,salty,247
634,paying,246
635,worked,246
636,share,245
637,value,245
638,beans,243
639,hungry,243
640,takes,243
641,butter,242
642,juicy,242
643,sorry,242
644,grill,241
645,specials,241
646,beers,241
647,bought,241
648,watch,241
649,flavour,241
650,chef,240
651,potatoes,239
652,walking,239
653,changed,239
654,pancakes,238
655,checked,238
656,meals,238
657,eye,237
658,upon,237
659,anywhere,237
660,note,236
661,vegetarian,236
662,minute,235
663,seafood,235
664,tomato,235
665,low,235
666,italian,234
667,ones,234
668,sign,234
669,tastes,233
670,thick,233
671,talking,233
672,sent,232
673,process,232
674,cup,232
675,french,230
676,mi,230
677,crab,229
678,charlotte,229
679,spa,229
680,grab,229
681,ambiance,228
682,helped,228
683,plates,228
684,appetizer,227
685,sauces,227
686,closed,227
687,mean,227
688,downtown,227
689,head,226
690,truck,226
691,brisket,226
692,fair,226
693,excited,226
694,idea,225
695,las,225
696,lamb,225
697,pricey,224
698,eaten,224
699,happened,224
700,box,224
701,phoenix,223
702,prepared,222
703,gravy,222
704,glass,222
705,property,222
706,rooms,222
707,waffles,222
708,basically,221
709,pain,220
710,move,220
711,seat,219
712,standard,219
713,la,219
714,toronto,219
715,attitude,218
716,fruit,218
717,vegan,218
718,turned,218
719,medium,217
720,onions,217
721,beyond,216
722,total,216
723,frozen,215
724,vegetables,215
725,piece,214
726,except,214
727,lol,214
728,finished,213
729,single,213
730,serving,213
731,lettuce,213
732,loud,213
733,knowledgeable,213
734,craving,213
735,based,213
736,tv,212
737,forgot,212
738,mom,212
739,joint,212
740,attention,212
741,color,211
742,onion,210
743,questions,210
744,simply,210
745,unique,210
746,mixed,210
747,pittsburgh,210
748,charged,209
749,explained,209
750,disappointing,209
751,including,208
752,considering,208
753,toast,208
754,mouth,208
755,owners,208
756,de,208
757,salt,207
758,chance,207
759,anyway,207
760,asian,207
761,worse,206
762,noodle,206
763,ribs,205
764,says,205
765,filled,205
766,warranty,204
767,miss,204
768,airport,204
769,bartender,203
770,spent,203
771,asking,203
772,curry,203
773,pot,203
774,cash,202
775,market,202
776,generous,202
777,neighborhood,202
778,greasy,202
779,solid,202
780,pretzel,202
781,slice,201
782,unless,201
783,slices,201
784,truly,199
785,flavorful,198
786,treat,198
787,play,198
788,100,197
789,tonight,197
790,mins,197
791,son,197
792,combo,197
793,vehicle,197
794,honest,196
795,discount,196
796,banh,196
797,hibachi,196
798,future,195
799,stayed,195
800,bun,195
801,sides,195
802,mazda,195
803,black,194
804,plan,194
805,team,194
806,vibe,193
807,fairly,192
808,avocado,192
809,seeing,192
810,goes,191
811,hear,191
812,corn,191
813,returning,191
814,poke,191
815,spend,191
816,showed,190
817,visited,189
818,compared,189
819,certainly,189
820,gotten,188
821,pepper,187
822,face,187
823,dressing,187
824,bottom,187
825,outstanding,187
826,south,187
827,slightly,186
828,expecting,186
829,woman,186
830,clearly,186
831,cute,186
832,young,185
833,rare,185
834,included,185
835,tofu,185
836,deep,185
837,mediocre,185
838,chose,185
839,mine,185
840,possible,185
841,level,184
842,appreciate,184
843,crowded,184
844,milk,184
845,awful,183
846,tuna,183
847,yesterday,183
848,case,182
849,using,182
850,teriyaki,182
851,wellish,181
852,mix,181
853,running,181
854,yogurt,181
855,true,181
856,leaving,180
857,meats,180
858,online,180
859,window,180
860,smell,179
861,..,179
862,avoid,179
863,veggie,179
864,multiple,179
865,mention,179
866,date,178
867,baked,178
868,credit,178
869,salads,178
870,usual,178
871,prefer,178
872,locations,178
873,write,178
874,afternoon,178
875,coconut,178
876,pita,178
877,9,178
878,lobster,177
879,establishment,177
880,broth,177
881,seats,177
882,tires,177
883,min,176
884,speak,176
885,12,176
886,general,176
887,patio,176
888,chain,176
889,n,175
890,similar,175
891,ahead,175
892,interior,175
893,per,174
894,bathroom,174
895,interesting,174
896,chairs,174
897,normally,173
898,products,173
899,delivered,173
900,clear,172
901,school,172
902,brown,172
903,situation,172
904,complaint,171
905,matter,171
906,yum,171
907,surprise,171
908,california,171
909,favourite,171
910,appetizers,170
911,wall,170
912,limited,170
913,visiting,170
914,hospital,170
915,mostly,169
916,cake,169
917,bottle,169
918,picked,169
919,thai,169
920,juice,169
921,eyes,168
922,surgery,168
923,seasoned,168
924,affordable,168
925,45,168
926,placed,168
927,environment,168
928,pleased,167
929,relaxing,167
930,means,167
931,cooking,167
932,bag,167
933,north,167
934,obviously,167
935,item,167
936,world,167
937,nachos,166
938,spring,166
939,treatment,166
940,brunch,166
941,bigger,165
942,50,165
943,healthy,165
944,traditional,165
945,tire,165
946,fixler,165
947,congee,165
948,apparently,164
949,reservation,164
950,cleaning,164
951,hate,164
952,cleaned,164
953,whatever,163
954,mentioned,163
955,normal,163
956,shopping,163
957,dark,163
958,smaller,163
959,sad,163
960,dollars,162
961,sales,162
962,weird,162
963,view,162
964,thinking,161
965,stuffed,161
966,rating,161
967,overpriced,161
968,touch,161
969,lounge,161
970,blow,161
971,denny,160
972,addition,160
973,turn,160
974,supposed,160
975,easily,160
976,plain,160
977,elsewhere,160
978,sashimi,160
979,lack,160
980,40,159
981,stand,159
982,tasting,159
983,knows,158
984,treated,158
985,modern,158
986,girls,158
987,otherwise,158
988,despite,157
989,cars,157
990,mushrooms,157
991,michelle,156
992,update,156
993,met,156
994,flavours,156
995,polish,156
996,games,156
997,bean,155
998,spice,155
999,nicely,155
1000,works,155
1001,negative,155
1002,waste,155
1003,none,155
1004,pretzels,155
1005,higher,154
1006,gem,154
1007,25,154
1008,sort,154
1009,personally,154
1010,covered,154
1011,opinion,154
1012,purchased,154
1013,happen,154
1014,building,154
1015,shared,154
1016,save,153
1017,expectations,153
1018,hummus,153
1019,crowd,153
1020,hostess,153
1021,pm,153
1022,provided,153
1023,fixed,152
1024,patient,152
1025,cashier,152
1026,purchase,152
1027,bed,152
1028,foods,151
1029,reading,151
1030,satisfied,151
1031,repair,151
1032,incredibly,151
1033,personal,151
1034,telling,151
1035,comedy,151
1036,incredible,150
1037,sub,150
1038,problems,150
1039,park,150
1040,basic,150
1041,kinda,149
1042,welcoming,149
1043,tiny,149
1044,moving,149
1045,baby,148
1046,efficient,148
1047,steaks,148
1048,accommodating,148
1049,break,148
1050,staying,148
1051,bunch,148
1052,spots,148
1053,duck,148
1054,alone,147
1055,crazy,147
1056,classic,147
1057,quiet,147
1058,paper,147
1059,somewhere,147
1060,suggest,147
1061,stick,147
1062,dentist,147
1063,facial,146
1064,explain,146
1065,reasonably,146
1066,missing,146
1067,playing,146
1068,difference,146
1069,doctor,146
1070,imagine,146
1071,dip,146
1072,pricing,146
1073,fancy,146
1074,tech,145
1075,polite,145
1076,skin,145
1077,corner,145
1078,english,145
1079,soda,145
1080,spoke,145
1081,system,144
1082,funny,144
1083,pools,144
1084,lovely,144
1085,joe,143
1086,bowls,143
1087,homemade,143
1088,club,143
1089,employee,143
1090,word,142
1091,bone,142
1092,sell,142
1093,east,142
1094,forget,142
1095,burnt,142
1096,tj,141
1097,provide,141
1098,nearby,141
1099,smile,141
1100,decision,140
1101,barely,140
1102,anymore,140
1103,previous,140
1104,honey,140
1105,original,140
1106,pie,140
1107,shuttle,140
1108,gel,140
1109,summer,139
1110,hold,139
1111,manicure,139
1112,likely,138
1113,experienced,138
1114,center,138
1115,positive,138
1116,forever,138
1117,trust,138
1118,dont,138
1119,continue,137
1120,mall,137
1121,peppers,137
1122,living,136
1123,rush,136
1124,buying,136
1125,casual,135
1126,watching,135
1127,whenever,135
1128,tough,135
1129,bucks,135
1130,complete,135
1131,tapas,135
1132,tuesday,134
1133,returned,134
1134,madison,134
1135,difficult,134
1136,lost,134
1137,guests,134
1138,opening,134
1139,dealership,134
1140,pictures,133
1141,mistake,133
1142,steamed,132
1143,texture,132
1144,machine,132
1145,express,132
1146,product,132
1147,syrup,132
1148,dr,131
1149,feels,131
1150,hidden,131
1151,prior,131
1152,request,131
1153,convenient,131
1154,internet,131
1155,beat,130
1156,glasses,130
1157,particular,130
1158,gross,130
1159,gives,130
1160,heat,130
1161,bother,130
1162,website,130
1163,road,129
1164,waitresses,129
1165,ton,129
1166,kimchi,129
1167,courteous,129
1168,driving,129
1169,steakhouse,129
1170,straight,129
1171,creamy,129
1172,complain,129
1173,dumpling,129
1174,soggy,129
1175,lived,129
1176,tint,129
1177,fee,128
1178,sugar,128
1179,orange,128
1180,chicago,128
1181,spencer,128
1182,platter,127
1183,send,127
1184,fill,127
1185,turkey,127
1186,step,127
1187,strong,127
1188,iced,126
1189,ladies,126
1190,monday,126
1191,kid,126
1192,american,126
1193,rib,125
1194,notice,125
1195,sports,125
1196,double,125
1197,fry,124
1198,perfection,124
1199,checking,124
1200,realized,124
1201,grocery,124
1202,flat,124
1203,q,124
1204,security,124
1205,additional,123
1206,soy,123
1207,bartenders,123
1208,dee,123
1209,talked,122
1210,contact,122
1211,shot,122
1212,dollar,122
1213,starbucks,122
1214,heart,122
1215,vet,122
1216,book,121
1217,popular,121
1218,offers,121
1219,consistent,121
1220,drop,121
1221,rate,121
1222,valley,121
1223,broken,121
1224,mother,120
1225,visits,120
1226,standing,120
1227,hoping,120
1228,lemon,120
1229,folks,120
1230,moment,120
1231,shows,120
1232,important,120
1233,informed,119
1234,pass,119
1235,casino,119
1236,welcome,119
1237,drove,119
1238,disgusting,119
1239,cocktail,118
1240,experiences,118
1241,decide,118
1242,hawaiian,118
1243,cheaper,118
1244,fire,118
1245,actual,117
1246,24,117
1247,takeout,117
1248,ridiculous,117
1249,bars,117
1250,finding,117
1251,picture,117
1252,section,117
1253,spacious,117
1254,shooting,117
1255,answer,116
1256,topped,116
1257,mess,116
1258,patrons,116
1259,disappointment,116
1260,lucky,116
1261,sangria,116
1262,loves,115
1263,rushed,115
1264,fabulous,115
1265,chili,115
1266,boy,115
1267,requested,115
1268,thru,115
1269,gyro,115
1270,die,115
1271,story,114
1272,schedule,114
1273,exceptional,114
1274,heavy,114
1275,az,114
1276,hash,114
1277,im,114
1278,response,114
1279,workers,114
1280,event,114
1281,foot,114
1282,key,114
1283,cause,113
1284,favorites,113
1285,perhaps,113
1286,desserts,113
1287,replaced,113
1288,par,113
1289,stylist,113
1290,montreal,113
1291,hang,112
1292,11,112
1293,procedure,112
1294,separate,112
1295,sold,112
1296,tips,112
1297,complimentary,112
1298,safe,112
1299,ginger,112
1300,feet,112
1301,apartment,112
1302,nights,111
1303,refreshing,111
1304,tomatoes,111
1305,email,111
1306,lasik,111
1307,plaza,111
1308,round,111
1309,wrap,111
1310,pickles,111
1311,calling,111
1312,brand,111
1313,chewy,111
1314,notch,111
1315,pizzas,111
1316,walls,111
1317,cover,110
1318,mayo,110
1319,alright,110
1320,pancake,110
1321,fat,110
1322,flowers,110
1323,base,110
1324,meet,110
1325,belly,109
1326,groups,109
1327,reservations,109
1328,aaron,109
1329,complaints,109
1330,girlfriend,109
1331,patty,109
1332,caramel,109
1333,throughout,109
1334,maintenance,109
1335,prompt,108
1336,daily,108
1337,ran,108
1338,closer,108
1339,tons,108
1340,correct,108
1341,zero,108
1342,receive,108
1343,tempura,108
1344,various,108
1345,ok.,107
1346,passed,107
1347,smoked,107
1348,overly,107
1349,chair,107
1350,figured,107
1351,mood,107
1352,dropped,107
1353,consider,107
1354,yeah,107
1355,indian,107
1356,na,106
1357,offering,106
1358,detail,106
1359,u,106
1360,larger,106
1361,everywhere,106
1362,arizona,106
1363,six,106
1364,cuisine,106
1365,absolute,106
1366,catfish,106
1367,wrapped,105
1368,promptly,105
1369,sliced,105
1370,willing,105
1371,certain,105
1372,pleasantly,105
1373,sick,105
1374,japanese,105
1375,aside,105
1376,department,105
1377,groupon,105
1378,ambience,104
1379,filet,104
1380,types,104
1381,third,104
1382,seasoning,104
1383,split,104
1384,booked,104
1385,carne,104
1386,doubt,103
1387,member,103
1388,following,103
1389,go-to,103
1390,air,103
1391,calls,103
1392,raw,103
1393,upset,103
1394,le,103
1395,cherry,102
1396,sample,102
1397,wanting,102
1398,putting,102
1399,sesame,102
1400,nearly,102
1401,wide,102
1402,cozy,102
1403,texas,102
1404,station,102
1405,appreciated,102
1406,entree,102
1407,sister,102
1408,turkish,102
1409,wing,101
1410,entrees,101
1411,damn,101
1412,become,101
1413,major,101
1414,shops,101
1415,asada,101
1416,include,100
1417,diner,100
1418,crisp,100
1419,dine,100
1420,agree,100
1421,register,100
1422,suggested,100
1423,anyways,100
1424,somewhat,100
1425,state,100
1426,goodness,100
1427,surprisingly,99
1428,vision,99
1429,needless,99
1430,gift,99
1431,refill,99
1432,ta,99
1433,sizes,99
1434,answered,99
1435,scheduled,99
1436,prime,98
1437,thursday,98
1438,outback,98
1439,presentation,98
1440,stomach,98
1441,west,98
1442,information,98
1443,allowed,98
1444,frequent,98
1445,rock,98
1446,fall,98
1447,listen,98
1448,helping,98
1449,consistently,98
1450,mustard,98
1451,kabob,98
1452,closing,97
1453,known,97
1454,greek,97
1455,blue,97
1456,typically,97
1457,sense,97
1458,guest,97
1459,garden,97
1460,pour,97
1461,shawarma,97
1462,crunchy,96
1463,freshly,96
1464,trader,96
1465,menus,96
1466,follow,96
1467,2nd,96
1468,combination,96
1469,recent,96
1470,stuck,96
1471,catch,96
1472,sized,96
1473,plastic,96
1474,fault,96
1475,pop,96
1476,chill,96
1477,replace,95
1478,spinach,95
1479,bites,95
1480,broccoli,95
1481,support,95
1482,doors,95
1483,noise,95
1484,question,95
1485,children,95
1486,tvs,95
1487,et,95
1488,eastern,95
1489,bao,95
1490,falafel,95
1491,voodoo,95
1492,calamari,94
1493,tax,94
1494,handle,94
1495,coupon,94
1496,mini,94
1497,comfort,94
1498,flavourful,94
1499,generally,94
1500,earlier,94
1501,pressure,94
1502,enjoyable,94
1503,changes,94
1504,disappoint,94
1505,version,94
1506,parents,94
1507,cocktails,94
1508,rent,94
1509,overcooked,93
1510,york,93
1511,kick,93
1512,stated,93
1513,facility,93
1514,concept,93
1515,lease,93
1516,julep,93
1517,properly,92
1518,understanding,92
1519,jack,92
1520,board,92
1521,receipt,92
1522,35,92
1523,booth,92
1524,missed,92
1525,technician,92
1526,owned,92
1527,oysters,92
1528,waiters,91
1529,meh,91
1530,body,91
1531,shredded,91
1532,opted,91
1533,lower,91
1534,hubby,91
1535,impressive,91
1536,grits,91
1537,watched,91
1538,areas,91
1539,drinking,90
1540,queen,90
1541,pan,90
1542,lacking,90
1543,wood,90
1544,arrive,90
1545,windows,90
1546,pet,90
1547,auto,90
1548,shine,90
1549,hopefully,89
1550,southern,89
1551,tap,89
1552,particularly,89
1553,browns,89
1554,constantly,89
1555,god,89
1556,mark,89
1557,hey,89
1558,fare,89
1559,women,89
1560,ham,89
1561,uncomfortable,89
1562,rebel,89
1563,conversation,88
1564,pub,88
1565,oxtail,88
1566,apart,88
1567,refund,88
1568,figure,88
1569,college,88
1570,agreed,88
1571,fit,88
1572,comment,88
1573,joke,88
1574,donuts,88
1575,sucks,87
1576,rich,87
1577,older,87
1578,1/2,87
1579,knowing,87
1580,picky,87
1581,includes,87
1582,waters,87
1583,pad,87
1584,squid,86
1585,package,86
1586,bringing,86
1587,caring,86
1588,bright,86
1589,impression,86
1590,outdoor,86
1591,serves,86
1592,lobby,86
1593,burritos,86
1594,desert,85
1595,spectacular,85
1596,greens,85
1597,words,85
1598,allow,85
1599,16,85
1600,unprofessional,85
1601,wants,85
1602,besides,85
1603,interested,84
1604,whether,84
1605,craft,84
1606,14,84
1607,pickled,84
1608,relax,84
1609,host,84
1610,handed,84
1611,admit,84
1612,carry,84
1613,wifi,84
1614,decorated,84
1615,pies,84
1616,tortas,84
1617,signature,83
1618,cajun,83
1619,inexpensive,83
1620,weekends,83
1621,sadly,83
1622,wednesday,83
1623,tired,83
1624,awhile,83
1625,refused,83
1626,specific,83
1627,men,83
1628,ass,83
1629,beware,83
1630,class,83
1631,vegetable,83
1632,crap,83
1633,king,83
1634,mango,83
1635,centurylink,83
1636,specialty,82
1637,odd,82
1638,dried,82
1639,bonus,82
1640,ten,82
1641,moist,82
1642,apologized,82
1643,writing,82
1644,hell,82
1645,snack,82
1646,dipping,82
1647,trash,82
1648,pedi,82
1649,wonder,82
1650,health,82
1651,repairs,82
1652,skip,82
1653,art,82
1654,yoshinoya,82
1655,refills,81
1656,nobody,81
1657,realize,81
1658,omg,81
1659,cups,81
1660,managed,81
1661,bf,81
1662,proceeded,81
1663,mushroom,80
1664,gentleman,80
1665,goat,80
1666,luck,80
1667,giant,80
1668,fluffy,80
1669,thorough,80
1670,topping,80
1671,post,80
1672,dad,80
1673,starting,80
1674,mike,80
1675,hardly,80
1676,parties,80
1677,endings,80
1678,delish,79
1679,alcohol,79
1680,melted,79
1681,upstairs,79
1682,wedding,79
1683,selections,79
1684,entrance,79
1685,child,79
1686,roti,79
1687,tahiti,79
1688,phenomenal,78
1689,threw,78
1690,inviting,78
1691,onto,78
1692,container,78
1693,thoroughly,78
1694,shoes,78
1695,specifically,78
1696,unlike,78
1697,meatballs,78
1698,ranch,78
1699,michael,78
1700,leftovers,78
1701,lacked,78
1702,luckily,78
1703,ground,78
1704,er,78
1705,dancing,78
1706,account,78
1707,loaded,77
1708,oily,77
1709,stir,77
1710,carrots,77
1711,miles,77
1712,pedicures,77
1713,app,77
1714,tasteless,77
1715,healing,77
1716,subs,77
1717,edge,77
1718,chapman,77
1719,serious,76
1720,dough,76
1721,suppose,76
1722,weather,76
1723,fatty,76
1724,parts,76
1725,annoying,76
1726,country,76
1727,leaves,76
1728,un,76
1729,test,75
1730,kinds,75
1731,originally,75
1732,keeping,75
1733,distance,75
1734,scoop,75
1735,began,75
1736,sleep,75
1737,deliver,75
1738,smooth,75
1739,regret,75
1740,dance,75
1741,gold,75
1742,pepperoni,75
1743,dosa,75
1744,till,74
1745,quarter,74
1746,smelled,74
1747,oven,74
1748,extensive,74
1749,results,74
1750,aware,74
1751,stood,74
1752,terms,74
1753,compare,74
1754,gon,74
1755,didnt,74
1756,begin,74
1757,favor,74
1758,throw,74
1759,smoke,74
1760,shame,74
1761,wax,74
1762,torta,74
1763,rings,73
1764,stone,73
1765,learned,73
1766,relatively,73
1767,heaven,73
1768,upscale,73
1769,stores,73
1770,cinnamon,73
1771,apple,73
1772,broke,73
1773,cookie,73
1774,screen,73
1775,vanilla,73
1776,liking,73
1777,repeat,73
1778,common,73
1779,advice,73
1780,worry,72
1781,island,72
1782,booths,72
1783,samples,72
1784,flight,72
1785,everyday,72
1786,scottsdale,72
1787,feed,72
1788,tells,72
1789,towards,72
1790,eventually,72
1791,condition,72
1792,take-out,72
1793,bottles,72
1794,lazy,72
1795,nasty,72
1796,listed,72
1797,consistency,72
1798,charges,72
1799,hole,72
1800,lie,72
1801,hotels,72
1802,practice,71
1803,recommendations,71
1804,costs,71
1805,kauai,71
1806,mild,71
1807,dozen,71
1808,appointments,71
1809,photos,71
1810,unit,71
